Date,City,Temperature,Humidity,Pressure,Wind Speed
2022-09-02,Kolkata,18.49,70,1018,6.0
2022-09-03,Mumbai,15.16,57,1025,3.76
2022-09-04,Delhi,39.58,60,1017,2.96
2022-09-05,Bangalore,36.63,48,1012,6.38
2022-09-06,Chennai,27.79,78,1021,5.29
2022-09-07,Kolkata,23.5,67,1024,5.54
2022-09-08,Mumbai,18.63,72,1016,8.94
2022-09-09,Delhi,24.29,72,1006,2.74
2022-09-10,Bangalore,37.47,47,1011,6.41
2022-09-11,Chennai,20.92,45,1009,7.98
2022-09-12,Kolkata,16.89,72,1004,5.73
2022-09-13,Mumbai,20.6,56,1014,4.88
2022-09-14,Delhi,33.86,47,1004,1.24
2022-09-15,Bangalore,23.49,88,1007,9.19
2022-09-16,Chennai,28.66,69,1024,8.03
2022-09-17,Kolkata,20.23,69,1010,6.05
2022-09-18,Mumbai,21.74,77,1002,2.86
2022-09-19,Delhi,19.14,65,1014,3.53
2022-09-20,Bangalore,30.15,65,1015,4.24
2022-09-21,Chennai,18.65,89,1004,4.84
2022-09-22,Kolkata,16.99,51,1004,6.75
2022-09-23,Mumbai,19.34,84,1021,3.42
2022-09-24,Delhi,23.79,63,1019,2.22
2022-09-25,Bangalore,38.35,47,1012,8.79
2022-09-26,Chennai,15.09,84,1018,2.4
2022-09-27,Kolkata,28.04,65,1004,6.43
2022-09-28,Mumbai,39.38,85,1023,9.28
2022-09-29,Delhi,25.98,56,1000,8.08
2022-09-30,Bangalore,29.3,68,1017,3.99
2022-10-01,Chennai,18.87,73,1016,8.64
2022-10-02,Kolkata,32.12,81,1022,9.16
2022-10-03,Mumbai,31.22,52,1007,4.96
2022-10-04,Delhi,37.32,45,1011,3.51
2022-10-05,Bangalore,26.07,50,1025,2.37
2022-10-06,Chennai,37.05,65,1021,6.23
2022-10-07,Kolkata,27.24,74,1020,9.17
2022-10-08,Mumbai,31.98,63,1021,5.58
2022-10-09,Delhi,21.86,83,1007,2.18
2022-10-10,Bangalore,25.58,62,1002,0.76
2022-10-11,Chennai,16.45,73,1016,8.85
2022-10-12,Kolkata,19.51,84,1009,5.34
2022-10-13,Mumbai,39.05,81,1015,5.25
2022-10-14,Delhi,26.66,40,1007,8.93
2022-10-15,Bangalore,16.68,45,1002,6.65
2022-10-16,Chennai,19.93,72,1009,5.18
2022-10-17,Kolkata,16.24,53,1014,5.09
2022-10-18,Mumbai,38.5,64,1007,1.33
2022-10-19,Delhi,30.06,53,1017,7.03
2022-10-20,Bangalore,35.39,40,1025,4.92
2022-10-21,Chennai,35.01,47,1016,1.52
2022-10-22,Kolkata,19.91,73,1005,9.22
2022-10-23,Mumbai,17.03,78,1009,5.68
2022-10-24,Delhi,36.74,45,1000,3.94
2022-10-25,Bangalore,36.9,77,1013,6.26
2022-10-26,Chennai,31.47,84,1021,4.87
2022-10-27,Kolkata,17.04,47,1019,0.86
2022-10-28,Mumbai,37.45,83,1011,4.56
2022-10-29,Delhi,22.32,74,1007,8.56
2022-10-30,Bangalore,19.23,68,1009,8.34
2022-10-31,Chennai,36.39,64,1014,4.06
2022-11-01,Kolkata,20.74,55,1023,2.48
2022-11-02,Mumbai,18.98,42,1021,8.64
2022-11-03,Delhi,15.26,78,1018,6.31
2022-11-04,Bangalore,24.39,59,1014,8.64
2022-11-05,Chennai,31.66,83,1009,7.45
2022-11-06,Kolkata,26.5,85,1022,3.16
2022-11-07,Mumbai,29.76,47,1018,9.83
2022-11-08,Delhi,38.44,86,1018,2.25
2022-11-09,Bangalore,32.76,57,1002,0.98
2022-11-10,Chennai,17.97,85,1005,3.63
2022-11-11,Kolkata,23.88,86,1012,9.83
2022-11-12,Mumbai,34.55,87,1018,6.72
2022-11-13,Delhi,34.5,57,1014,1.21
2022-11-14,Bangalore,15.86,69,1016,4.28
2022-11-15,Chennai,35.93,49,1019,1.53
2022-11-16,Kolkata,20.48,60,1019,6.23
2022-11-17,Mumbai,18.3,41,1018,4.48
2022-11-18,Delhi,26.24,42,1003,8.05
2022-11-19,Bangalore,33.61,70,1018,7.04
2022-11-20,Chennai,25.72,62,1005,5.61
2022-11-21,Kolkata,32.26,86,1020,9.96
2022-11-22,Mumbai,25.05,86,1013,2.7
2022-11-23,Delhi,29.19,87,1017,3.28
2022-11-24,Bangalore,28.61,71,1002,9.31
2022-11-25,Chennai,35.03,73,1000,4.23
2022-11-26,Kolkata,36.35,56,1016,4.04
2022-11-27,Mumbai,31.87,70,1005,3.21
2022-11-28,Delhi,31.59,63,1007,4.08
2022-11-29,Bangalore,22.66,45,1014,0.61
2022-11-30,Chennai,17.41,43,1017,4.03
2022-12-01,Kolkata,31.97,84,1020,8.95
2022-12-02,Mumbai,29.81,66,1025,3.3
2022-12-03,Delhi,28.31,85,1000,3.91
2022-12-04,Bangalore,35.79,57,1011,2.3
2022-12-05,Chennai,39.62,78,1003,9.49
2022-12-06,Kolkata,25.08,42,1018,9.2
2022-12-07,Mumbai,18.29,43,1008,4.88
2022-12-08,Delhi,17.91,69,1023,4.02
2022-12-09,Bangalore,26.82,49,1015,8.73
2022-12-10,Chennai,25.23,51,1012,4.25
2022-12-11,Kolkata,23.92,45,1012,2.32
2022-12-12,Mumbai,37.59,77,1000,7.74
2022-12-13,Delhi,32.77,70,1024,8.17
2022-12-14,Bangalore,36.66,89,1003,6.25
2022-12-15,Chennai,35.79,82,1023,8.88
2022-12-16,Kolkata,20.96,41,1025,4.46
2022-12-17,Mumbai,23.33,52,1012,9.65
2022-12-18,Delhi,37.92,55,1007,2.82
2022-12-19,Bangalore,39.0,47,1024,2.41
2022-12-20,Chennai,30.35,73,1002,7.33
2022-12-21,Kolkata,15.57,59,1017,1.48
2022-12-22,Mumbai,34.49,72,1019,3.02
2022-12-23,Delhi,29.34,82,1012,1.07
2022-12-24,Bangalore,22.69,82,1016,1.97
2022-12-25,Chennai,29.81,40,1008,3.45
2022-12-26,Kolkata,17.9,45,1013,9.08
2022-12-27,Mumbai,23.48,86,1020,0.66
2022-12-28,Delhi,39.77,63,1015,6.74
2022-12-29,Bangalore,16.37,79,1008,0.76
2022-12-30,Chennai,26.78,43,1008,3.86
2022-12-31,Kolkata,26.11,81,1012,3.66
2023-01-01,Mumbai,34.86,42,1007,5.64
2023-01-02,Delhi,29.42,63,1013,8.57
2023-01-03,Bangalore,37.12,72,1008,2.66
2023-01-04,Chennai,36.51,61,1007,6.32
2023-01-05,Kolkata,34.11,61,1023,1.88
2023-01-06,Mumbai,16.59,53,1020,3.25
2023-01-07,Delhi,17.12,65,1012,7.92
2023-01-08,Bangalore,28.56,52,1020,0.88
2023-01-09,Chennai,34.92,68,1017,2.11
2023-01-10,Kolkata,39.26,59,1023,5.97
2023-01-11,Mumbai,33.84,60,1009,6.77
2023-01-12,Delhi,17.57,68,1016,2.83
2023-01-13,Bangalore,36.33,83,1000,5.54
2023-01-14,Chennai,21.21,65,1003,4.95
2023-01-15,Kolkata,26.15,69,1009,6.57
2023-01-16,Mumbai,22.61,42,1016,5.13
2023-01-17,Delhi,23.97,71,1006,4.28
2023-01-18,Bangalore,30.28,68,1000,8.58
2023-01-19,Chennai,19.38,48,1016,6.31
2023-01-20,Kolkata,25.15,83,1000,4.58
2023-01-21,Mumbai,31.49,58,1018,5.35
2023-01-22,Delhi,34.21,61,1010,2.39
2023-01-23,Bangalore,21.81,43,1004,3.29
2023-01-24,Chennai,32.27,61,1019,8.05
2023-01-25,Kolkata,31.31,44,1009,1.32
2023-01-26,Mumbai,36.25,78,1022,7.45
2023-01-27,Delhi,36.79,82,1023,4.58
2023-01-28,Bangalore,37.73,61,1014,1.04
2023-01-29,Chennai,35.16,72,1023,9.07
2023-01-30,Kolkata,18.07,47,1019,0.57
2023-01-31,Mumbai,21.75,84,1009,3.83
2023-02-01,Delhi,18.65,43,1019,0.8
2023-02-02,Bangalore,39.8,80,1003,8.08
2023-02-03,Chennai,33.01,55,1010,3.69
2023-02-04,Kolkata,22.96,50,1010,8.67
2023-02-05,Mumbai,23.04,75,1001,6.84
2023-02-06,Delhi,21.85,51,1020,5.85
2023-02-07,Bangalore,27.8,59,1000,0.88
2023-02-08,Chennai,33.14,41,1020,0.76
2023-02-09,Kolkata,26.7,49,1025,7.25
2023-02-10,Mumbai,32.14,85,1008,9.94
2023-02-11,Delhi,33.35,61,1017,8.21
2023-02-12,Bangalore,36.66,81,1021,1.73
2023-02-13,Chennai,29.75,72,1023,8.07
2023-02-14,Kolkata,24.53,69,1023,0.63
2023-02-15,Mumbai,20.61,64,1018,8.65
2023-02-16,Delhi,35.94,87,1006,7.67
2023-02-17,Bangalore,38.59,80,1019,2.68
2023-02-18,Chennai,17.75,79,1000,7.29
2023-02-19,Kolkata,17.61,60,1001,7.53
2023-02-20,Mumbai,38.98,81,1006,6.21
2023-02-21,Delhi,18.64,88,1022,3.81
2023-02-22,Bangalore,16.77,41,1018,8.12
2023-02-23,Chennai,39.61,40,1016,4.85
2023-02-24,Kolkata,31.29,47,1001,3.19
2023-02-25,Mumbai,33.82,56,1007,9.15
2023-02-26,Delhi,31.33,42,1019,3.72
2023-02-27,Bangalore,20.11,74,1018,9.8
2023-02-28,Chennai,30.24,66,1014,1.98
2023-03-01,Kolkata,24.3,76,1010,2.69
2023-03-02,Mumbai,25.65,75,1022,8.24
2023-03-03,Delhi,27.44,70,1019,4.85
2023-03-04,Bangalore,32.43,51,1008,6.05
2023-03-05,Chennai,18.61,45,1022,2.65
2023-03-06,Kolkata,36.21,88,1015,2.96
2023-03-07,Mumbai,33.74,76,1022,3.28
2023-03-08,Delhi,33.27,78,1010,5.33
2023-03-09,Bangalore,26.8,51,1003,7.98
2023-03-10,Chennai,34.52,87,1004,3.84
2023-03-11,Kolkata,31.4,70,1004,9.03
2023-03-12,Mumbai,34.08,65,1014,7.2
2023-03-13,Delhi,36.72,66,1021,7.15
2023-03-14,Bangalore,26.16,72,1004,9.35
2023-03-15,Chennai,22.36,70,1007,8.59
2023-03-16,Kolkata,31.25,61,1023,5.41
2023-03-17,Mumbai,29.68,89,1004,2.32
2023-03-18,Delhi,30.59,54,1003,8.09
2023-03-19,Bangalore,29.21,45,1017,0.95
2023-03-20,Chennai,21.03,58,1025,6.14
2023-03-21,Kolkata,21.4,78,1019,5.87
2023-03-22,Mumbai,27.76,64,1025,8.29
2023-03-23,Delhi,22.86,66,1012,8.97
2023-03-24,Bangalore,35.27,88,1019,8.72
2023-03-25,Chennai,20.04,68,1006,9.96
2023-03-26,Kolkata,26.22,83,1016,5.73
2023-03-27,Mumbai,34.86,43,1006,1.65
2023-03-28,Delhi,28.59,85,1022,8.43
2023-03-29,Bangalore,23.33,78,1018,9.68
2023-03-30,Chennai,33.92,58,1018,1.49
2023-03-31,Kolkata,22.67,56,1001,0.79
2023-04-01,Mumbai,29.81,41,1010,7.33
2023-04-02,Delhi,27.35,81,1014,1.74
2023-04-03,Bangalore,38.75,50,1015,2.92
2023-04-04,Chennai,17.17,44,1020,9.46
2023-04-05,Kolkata,18.55,50,1004,2.15
2023-04-06,Mumbai,27.62,84,1018,6.48
2023-04-07,Delhi,18.82,50,1012,2.46
2023-04-08,Bangalore,17.11,56,1005,3.15
2023-04-09,Chennai,26.05,89,1006,5.14
2023-04-10,Kolkata,25.91,55,1007,7.71
2023-04-11,Mumbai,39.81,48,1025,3.37
2023-04-12,Delhi,31.39,86,1013,6.19
2023-04-13,Bangalore,27.31,54,1006,6.46
2023-04-14,Chennai,34.64,50,1019,1.16
2023-04-15,Kolkata,22.2,90,1009,8.38
2023-04-16,Mumbai,25.37,62,1011,4.54
2023-04-17,Delhi,23.36,65,1012,7.85
2023-04-18,Bangalore,37.18,56,1024,6.18
2023-04-19,Chennai,32.45,62,1005,3.91
2023-04-20,Kolkata,17.53,84,1024,4.94
2023-04-21,Mumbai,23.63,85,1017,3.48
2023-04-22,Delhi,15.43,41,1000,7.39
2023-04-23,Bangalore,30.45,59,1023,8.16
2023-04-24,Chennai,21.13,76,1011,5.19
2023-04-25,Kolkata,19.14,62,1004,0.88
2023-04-26,Mumbai,19.4,55,1022,7.02
2023-04-27,Delhi,20.08,48,1002,8.06
2023-04-28,Bangalore,22.66,49,1015,0.86
2023-04-29,Chennai,22.32,68,1019,5.33
2023-04-30,Kolkata,16.01,50,1006,7.37
2023-05-01,Mumbai,32.72,49,1024,2.73
2023-05-02,Delhi,25.13,75,1021,9.63
2023-05-03,Bangalore,31.61,46,1010,5.85
2023-05-04,Chennai,35.84,76,1021,2.2
2023-05-05,Kolkata,29.19,64,1010,4.66
2023-05-06,Mumbai,21.41,46,1001,2.8
2023-05-07,Delhi,20.1,55,1002,5.88
2023-05-08,Bangalore,26.3,72,1003,4.38
2023-05-09,Chennai,24.73,88,1000,4.02
2023-05-10,Kolkata,35.22,52,1006,9.75
2023-05-11,Mumbai,22.48,65,1009,3.25
2023-05-12,Delhi,33.78,43,1001,3.65
2023-05-13,Bangalore,38.93,72,1002,1.36
2023-05-14,Chennai,35.02,43,1024,1.4
2023-05-15,Kolkata,31.54,47,1006,6.31
2023-05-16,Mumbai,26.55,67,1010,1.67
2023-05-17,Delhi,24.75,46,1009,6.89
2023-05-18,Bangalore,25.86,50,1006,9.53
2023-05-19,Chennai,26.12,49,1001,7.96
2023-05-20,Kolkata,17.69,40,1014,5.95
2023-05-21,Mumbai,20.47,90,1020,7.64
2023-05-22,Delhi,27.11,53,1023,9.91
2023-05-23,Bangalore,37.29,48,1021,7.42
2023-05-24,Chennai,39.18,89,1012,3.32
2023-05-25,Kolkata,17.13,55,1024,2.76
2023-05-26,Mumbai,38.51,85,1008,2.0
2023-05-27,Delhi,26.67,85,1020,2.03
2023-05-28,Bangalore,38.28,45,1010,4.06
2023-05-29,Chennai,39.96,66,1023,5.42
2023-05-30,Kolkata,35.05,50,1024,4.34
2023-05-31,Mumbai,16.13,77,1005,3.36
2023-06-01,Delhi,21.24,59,1004,8.16
2023-06-02,Bangalore,35.61,80,1011,3.61
2023-06-03,Chennai,22.29,50,1000,2.39
2023-06-04,Kolkata,18.58,88,1021,8.76
2023-06-05,Mumbai,31.17,50,1019,2.28
2023-06-06,Delhi,25.78,89,1018,3.77
2023-06-07,Bangalore,34.32,86,1018,2.76
2023-06-08,Chennai,20.49,52,1013,1.2
2023-06-09,Kolkata,31.12,40,1017,6.49
2023-06-10,Mumbai,18.07,52,1009,1.12
2023-06-11,Delhi,20.78,76,1022,2.87
2023-06-12,Bangalore,33.79,88,1013,2.25
2023-06-13,Chennai,27.21,57,1006,9.62
2023-06-14,Kolkata,31.63,40,1016,3.55
2023-06-15,Mumbai,30.27,88,1012,6.99
2023-06-16,Delhi,22.93,67,1019,4.03
2023-06-17,Bangalore,32.66,48,1017,8.08
2023-06-18,Chennai,21.2,90,1007,9.93
2023-06-19,Kolkata,20.07,64,1013,6.72
2023-06-20,Mumbai,33.01,67,1022,7.12
2023-06-21,Delhi,31.69,70,1013,4.38
2023-06-22,Bangalore,34.99,46,1001,3.91
2023-06-23,Chennai,37.59,43,1007,5.85
2023-06-24,Kolkata,28.66,71,1024,8.18
2023-06-25,Mumbai,20.25,52,1022,3.56
2023-06-26,Delhi,21.48,76,1013,5.35
2023-06-27,Bangalore,18.36,86,1008,7.19
2023-06-28,Chennai,38.91,74,1004,6.57
2023-06-29,Kolkata,38.8,55,1022,9.63
2023-06-30,Mumbai,30.59,46,1022,4.74
2023-07-01,Delhi,27.55,62,1017,6.71
2023-07-02,Bangalore,36.79,43,1025,6.47
2023-07-03,Chennai,21.2,52,1022,6.86
2023-07-04,Kolkata,31.91,42,1020,0.64
2023-07-05,Mumbai,15.31,67,1014,7.84
2023-07-06,Delhi,25.87,83,1012,5.14
2023-07-07,Bangalore,30.02,82,1022,1.4
2023-07-08,Chennai,26.8,63,1014,1.78
2023-07-09,Kolkata,29.48,58,1018,2.15
2023-07-10,Mumbai,19.07,46,1007,9.87
2023-07-11,Delhi,19.83,53,1009,4.44
2023-07-12,Bangalore,16.05,49,1008,7.17
2023-07-13,Chennai,24.73,77,1008,8.22
2023-07-14,Kolkata,16.23,62,1000,6.47
2023-07-15,Mumbai,30.68,52,1019,9.6
2023-07-16,Delhi,27.03,62,1025,8.24
2023-07-17,Bangalore,31.59,55,1008,8.22
2023-07-18,Chennai,34.12,60,1019,5.04
2023-07-19,Kolkata,22.1,59,1019,8.75
2023-07-20,Mumbai,28.39,50,1007,5.33
2023-07-21,Delhi,20.9,41,1021,5.2
2023-07-22,Bangalore,17.99,49,1007,8.09
2023-07-23,Chennai,19.04,77,1007,2.96
2023-07-24,Kolkata,18.15,65,1016,9.41
2023-07-25,Mumbai,34.57,67,1019,7.24
2023-07-26,Delhi,22.9,60,1010,7.41
2023-07-27,Bangalore,33.12,45,1010,1.64
2023-07-28,Chennai,34.83,54,1014,2.06
2023-07-29,Kolkata,34.6,77,1002,9.75
2023-07-30,Mumbai,24.77,56,1010,8.3
2023-07-31,Delhi,37.8,46,1002,5.99
2023-08-01,Bangalore,19.6,83,1016,7.98
2023-08-02,Chennai,31.34,46,1018,8.47
2023-08-03,Kolkata,21.39,66,1003,5.8
2023-08-04,Mumbai,27.71,66,1011,2.5
2023-08-05,Delhi,32.48,53,1018,6.06
2023-08-06,Bangalore,33.78,85,1010,6.54
2023-08-07,Chennai,21.15,50,1001,6.64
2023-08-08,Kolkata,16.67,46,1009,7.42
2023-08-09,Mumbai,39.9,62,1020,1.61
2023-08-10,Delhi,31.61,45,1023,1.82
2023-08-11,Bangalore,24.42,86,1008,6.2
2023-08-12,Chennai,32.44,53,1016,5.05
2023-08-13,Kolkata,24.5,69,1005,3.11
2023-08-14,Mumbai,33.49,75,1024,5.43
2023-08-15,Delhi,22.6,44,1023,9.02
2023-08-16,Bangalore,23.64,70,1004,5.6
2023-08-17,Chennai,23.01,54,1000,9.62
2023-08-18,Kolkata,25.37,85,1000,9.39
2023-08-19,Mumbai,15.22,89,1008,5.7
2023-08-20,Delhi,32.04,79,1019,1.04
2023-08-21,Bangalore,27.6,74,1007,8.6
2023-08-22,Chennai,29.01,62,1014,7.0
2023-08-23,Kolkata,16.07,65,1024,5.25
2023-08-24,Mumbai,22.89,46,1019,2.88
2023-08-25,Delhi,17.31,61,1008,1.31
2023-08-26,Bangalore,23.56,72,1000,9.69
2023-08-27,Chennai,37.78,74,1008,2.59
2023-08-28,Kolkata,23.05,40,1008,3.37
2023-08-29,Mumbai,29.02,85,1014,7.38
2023-08-30,Delhi,32.22,41,1022,3.64
2023-08-31,Bangalore,35.66,85,1013,7.64
2023-09-01,Chennai,20.93,57,1018,4.94
2023-09-02,Kolkata,23.32,66,1012,0.77
2023-09-03,Mumbai,17.55,63,1003,2.44
2023-09-04,Delhi,21.21,84,1018,1.54
2023-09-05,Bangalore,29.98,79,1015,8.39
2023-09-06,Chennai,24.55,51,1024,7.1
2023-09-07,Kolkata,37.41,72,1021,9.87
2023-09-08,Mumbai,15.29,53,1017,5.51
2023-09-09,Delhi,19.28,57,1023,6.72
2023-09-10,Bangalore,23.79,86,1015,5.74
2023-09-11,Chennai,15.83,58,1004,6.59
2023-09-12,Kolkata,16.67,66,1011,5.03
2023-09-13,Mumbai,16.31,73,1021,8.3
2023-09-14,Delhi,35.92,66,1009,5.94
2023-09-15,Bangalore,19.33,53,1022,7.04
2023-09-16,Chennai,35.97,42,1010,3.0
2023-09-17,Kolkata,27.3,81,1009,5.2
2023-09-18,Mumbai,18.17,85,1002,3.57
2023-09-19,Delhi,30.66,71,1024,5.03
2023-09-20,Bangalore,16.36,86,1009,4.85
2023-09-21,Chennai,36.11,88,1023,1.9
2023-09-22,Kolkata,36.81,58,1015,6.25
2023-09-23,Mumbai,35.05,80,1017,8.33
2023-09-24,Delhi,15.15,85,1023,5.51
2023-09-25,Bangalore,16.86,69,1000,9.84
2023-09-26,Chennai,27.94,89,1011,3.5
2023-09-27,Kolkata,22.02,44,1004,8.33
2023-09-28,Mumbai,38.18,61,1025,7.34
2023-09-29,Delhi,37.89,83,1001,9.05
2023-09-30,Bangalore,32.55,51,1020,4.51
2023-10-01,Chennai,22.46,55,1014,5.74
2023-10-02,Kolkata,29.91,73,1024,5.51
2023-10-03,Mumbai,16.09,45,1025,3.03
2023-10-04,Delhi,15.17,57,1018,5.66
2023-10-05,Bangalore,27.01,45,1016,0.7
2023-10-06,Chennai,35.35,48,1010,9.67
2023-10-07,Kolkata,35.29,90,1021,9.31
2023-10-08,Mumbai,16.76,87,1016,4.19
2023-10-09,Delhi,32.18,85,1007,8.76
2023-10-10,Bangalore,35.28,65,1019,5.29
2023-10-11,Chennai,35.08,53,1011,1.92
2023-10-12,Kolkata,37.96,43,1018,7.75
2023-10-13,Mumbai,27.56,58,1008,4.92
2023-10-14,Delhi,29.7,88,1020,2.67
2023-10-15,Bangalore,38.73,89,1016,8.3
2023-10-16,Chennai,19.15,80,1023,2.94
2023-10-17,Kolkata,18.94,60,1018,2.55
2023-10-18,Mumbai,19.13,72,1017,6.74
2023-10-19,Delhi,38.0,57,1022,6.08
2023-10-20,Bangalore,33.1,83,1006,2.92
2023-10-21,Chennai,37.5,86,1013,1.1
2023-10-22,Kolkata,21.3,48,1003,7.01
2023-10-23,Mumbai,22.18,67,1020,4.46
2023-10-24,Delhi,29.75,68,1007,9.65
2023-10-25,Bangalore,39.43,87,1017,1.05
2023-10-26,Chennai,27.52,54,1016,1.74
2023-10-27,Kolkata,25.39,84,1024,2.33
2023-10-28,Mumbai,21.1,74,1022,3.22
2023-10-29,Delhi,21.09,48,1014,3.19
2023-10-30,Bangalore,18.73,53,1024,9.99
2023-10-31,Chennai,31.28,87,1011,1.21
2023-11-01,Kolkata,35.13,41,1024,9.1
2023-11-02,Mumbai,20.5,74,1019,3.89
2023-11-03,Delhi,38.77,75,1025,8.11
2023-11-04,Bangalore,32.44,42,1011,4.47
2023-11-05,Chennai,25.47,65,1003,7.45
2023-11-06,Kolkata,21.28,73,1013,1.17
2023-11-07,Mumbai,36.35,77,1015,4.05
2023-11-08,Delhi,15.79,88,1025,4.65
2023-11-09,Bangalore,15.38,70,1014,2.19
2023-11-10,Chennai,19.72,61,1008,7.53
2023-11-11,Kolkata,25.93,53,1007,4.41
2023-11-12,Mumbai,21.58,89,1015,1.17
2023-11-13,Delhi,38.93,54,1014,4.55
2023-11-14,Bangalore,36.21,52,1004,3.38
2023-11-15,Chennai,19.45,79,1023,7.87
2023-11-16,Kolkata,36.93,85,1019,6.65
2023-11-17,Mumbai,33.95,40,1011,0.96
2023-11-18,Delhi,20.14,61,1000,3.27
2023-11-19,Bangalore,23.48,57,1017,1.28
2023-11-20,Chennai,39.78,77,1004,5.13
2023-11-21,Kolkata,33.23,41,1009,9.4
2023-11-22,Mumbai,20.25,73,1003,7.49
2023-11-23,Delhi,29.93,56,1004,1.73
2023-11-24,Bangalore,38.17,82,1001,5.03
2023-11-25,Chennai,31.24,77,1016,1.33
2023-11-26,Kolkata,25.51,70,1006,5.55
2023-11-27,Mumbai,25.05,85,1020,6.86
2023-11-28,Delhi,22.65,57,1005,3.3
2023-11-29,Bangalore,39.32,82,1001,9.38
2023-11-30,Chennai,20.72,49,1007,9.03
2023-12-01,Kolkata,31.52,67,1020,9.65
2023-12-02,Mumbai,36.21,44,1007,2.47
2023-12-03,Delhi,17.59,67,1023,4.11
2023-12-04,Bangalore,18.98,44,1012,8.3
2023-12-05,Chennai,25.8,58,1012,7.96
2023-12-06,Kolkata,34.31,83,1012,1.7
2023-12-07,Mumbai,35.75,55,1017,4.89
2023-12-08,Delhi,16.19,67,1021,3.43
2023-12-09,Bangalore,31.37,58,1001,1.13
2023-12-10,Chennai,26.52,53,1012,9.93
2023-12-11,Kolkata,26.05,40,1009,0.75
2023-12-12,Mumbai,17.22,89,1004,3.53
2023-12-13,Delhi,38.57,88,1021,8.38
2023-12-14,Bangalore,29.02,40,1006,8.36
2023-12-15,Chennai,29.09,81,1018,9.36
2023-12-16,Kolkata,28.07,88,1004,3.96
2023-12-17,Mumbai,23.53,81,1019,7.11
2023-12-18,Delhi,39.49,57,1011,5.19
2023-12-19,Bangalore,38.03,55,1023,4.75
2023-12-20,Chennai,22.57,43,1019,2.56
2023-12-21,Kolkata,25.02,47,1003,6.7
2023-12-22,Mumbai,20.0,63,1015,3.67
2023-12-23,Delhi,39.6,78,1000,4.26
2023-12-24,Bangalore,18.59,44,1013,4.35
2023-12-25,Chennai,36.12,56,1020,4.62
2023-12-26,Kolkata,23.22,60,1014,9.8
2023-12-27,Mumbai,23.23,89,1025,9.25
2023-12-28,Delhi,15.28,49,1018,5.13
2023-12-29,Bangalore,35.46,75,1004,3.99
2023-12-30,Chennai,32.66,47,1005,1.46
2023-12-31,Kolkata,27.02,60,1002,3.48
2024-01-01,Mumbai,20.51,56,1003,9.87
2024-01-02,Delhi,33.66,86,1017,2.56
2024-01-03,Bangalore,30.48,44,1011,6.49
2024-01-04,Chennai,22.41,47,1004,9.5
2024-01-05,Kolkata,27.39,82,1025,3.39
2024-01-06,Mumbai,19.88,52,1013,8.48
2024-01-07,Delhi,16.49,72,1006,1.3
2024-01-08,Bangalore,33.52,51,1019,4.0
2024-01-09,Chennai,22.45,56,1005,2.67
2024-01-10,Kolkata,27.87,76,1022,9.56
2024-01-11,Mumbai,34.39,58,1016,7.82
2024-01-12,Delhi,16.51,67,1003,2.62
2024-01-13,Bangalore,28.89,50,1018,5.07
2024-01-14,Chennai,34.86,59,1023,9.15
2024-01-15,Kolkata,21.95,67,1004,4.93
2024-01-16,Mumbai,32.32,87,1018,5.59
2024-01-17,Delhi,19.42,51,1023,7.1
2024-01-18,Bangalore,29.28,52,1021,6.64
2024-01-19,Chennai,32.55,41,1006,9.5
2024-01-20,Kolkata,30.02,62,1002,7.93
2024-01-21,Mumbai,38.09,51,1015,5.41
2024-01-22,Delhi,38.14,55,1020,0.76
2024-01-23,Bangalore,20.53,63,1021,3.58
2024-01-24,Chennai,38.41,84,1005,1.92
2024-01-25,Kolkata,27.05,43,1000,6.3
2024-01-26,Mumbai,18.21,60,1009,9.97
2024-01-27,Delhi,34.91,49,1006,3.15
2024-01-28,Bangalore,35.08,72,1014,1.1
2024-01-29,Chennai,35.07,59,1001,1.28
2024-01-30,Kolkata,22.74,87,1024,9.06
2024-01-31,Mumbai,29.47,62,1010,1.61
2024-02-01,Delhi,36.06,72,1002,9.78
2024-02-02,Bangalore,34.56,65,1012,5.22
2024-02-03,Chennai,25.08,78,1008,4.03
2024-02-04,Kolkata,37.29,59,1024,9.39
2024-02-05,Mumbai,25.24,80,1016,5.91
2024-02-06,Delhi,20.27,89,1024,1.87
2024-02-07,Bangalore,27.53,69,1007,5.98
2024-02-08,Chennai,16.16,81,1011,1.22
2024-02-09,Kolkata,39.05,53,1013,6.8
2024-02-10,Mumbai,37.79,49,1008,2.72
2024-02-11,Delhi,34.77,68,1014,8.47
2024-02-12,Bangalore,19.25,48,1001,1.5
2024-02-13,Chennai,24.06,78,1000,7.33
2024-02-14,Kolkata,24.38,64,1000,0.66
2024-02-15,Mumbai,22.09,49,1012,3.8
2024-02-16,Delhi,22.75,65,1016,1.98
2024-02-17,Bangalore,38.38,46,1020,0.66
2024-02-18,Chennai,34.75,88,1004,9.3
2024-02-19,Kolkata,36.49,78,1024,9.74
2024-02-20,Mumbai,24.74,60,1011,5.33
2024-02-21,Delhi,28.22,62,1016,0.92
2024-02-22,Bangalore,30.68,57,1005,6.36
2024-02-23,Chennai,30.8,49,1010,9.79
2024-02-24,Kolkata,34.65,80,1006,6.28
2024-02-25,Mumbai,39.94,82,1009,4.83
2024-02-26,Delhi,26.92,61,1009,7.9
2024-02-27,Bangalore,26.88,54,1001,5.02
2024-02-28,Chennai,39.42,45,1019,1.26
